=== health-table02.xlsx ===
Cell A1 | value='Time period' | fill=FFFFFF00 | rows=[0] | cols=[0, 1] | col_header=True | row_header=True | metadata=False
Cell C1 | value='2015' | fill=FFFFFF00 | rows=[0] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D1 | value='2016' | fill=FFFFFF00 | rows=[0] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E1 | value='2017' | fill=FFFFFF00 | rows=[0] | cols=[4] | col_header=True | row_header=False | metadata=False
Cell F1 | value='2018' | fill=FFFFFF00 | rows=[0] | cols=[5] | col_header=True | row_header=False | metadata=False
Cell G1 | value='2019' | fill=FFFFFF00 | rows=[0] | cols=[6] | col_header=True | row_header=False | metadata=False
Cell H1 | value='2020' | fill=FFFFFF00 | rows=[0] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell I1 | value='2021' | fill=FFFFFF00 | rows=[0] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell J1 | value='2022' | fill=FFFFFF00 | rows=[0] | cols=[9] | col_header=True | row_header=False | metadata=False
Cell K1 | value='2023' | fill=FFFFFF00 | rows=[0] | cols=[10] | col_header=True | row_header=False | metadata=False
Cell A2 | value='Reference area' | fill=FFFFFF00 | rows=[1] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A3 | value='Hospital type: Total' | fill=FF00B0F0 | rows=[2] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9] | col_header=False | row_header=False | metadata=True
Cell A4 | value='Australia' | fill=FF00B0F0 | rows=[3] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell C4 | value='55.89' | fill=FF00B0F0 | rows=[3] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D4 | value='55.93' | fill=FF00B0F0 | rows=[3] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E4 | value='54.61' | fill=FF00B0F0 | rows=[3] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F4 | value='54.23' | fill=FF00B0F0 | rows=[3] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G4 | value='52.76' | fill=FF00B0F0 | rows=[3] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H4 | value='52.19' | fill=FF00B0F0 | rows=[3] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I4 | value='51.89' | fill=FF00B0F0 | rows=[3] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J4 | value='51' | fill=FF00B0F0 | rows=[3] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell K4 | value='48.62' | fill=FF00B0F0 | rows=[3] | cols=[10] | col_header=False | row_header=False | metadata=True
Cell A5 | value='Austria' | fill=FF00B0F0 | rows=[4] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell C5 | value='32.1' | fill=FF00B0F0 | rows=[4] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D5 | value='31.12' | fill=FF00B0F0 | rows=[4] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E5 | value='30.7' | fill=FF00B0F0 | rows=[4] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F5 | value='29.76' | fill=FF00B0F0 | rows=[4] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G5 | value='29.17' | fill=FF00B0F0 | rows=[4] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H5 | value='29.27' | fill=FF00B0F0 | rows=[4] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I5 | value='29.16' | fill=FF00B0F0 | rows=[4] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J5 | value='28.94' | fill=FF00B0F0 | rows=[4] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A6 | value='Belgium' | fill=FF00B0F0 | rows=[5] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell C6 | value='15.93' | fill=FF00B0F0 | rows=[5] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D6 | value='15.67' | fill=FF00B0F0 | rows=[5] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E6 | value='15.42' | fill=FF00B0F0 | rows=[5] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F6 | value='15.26' | fill=FF00B0F0 | rows=[5] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G6 | value='14.31' | fill=FF00B0F0 | rows=[5] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H6 | value='14.17' | fill=FF00B0F0 | rows=[5] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I6 | value='14.11' | fill=FF00B0F0 | rows=[5] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J6 | value='13.92' | fill=FF00B0F0 | rows=[5] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell K6 | value='13.92' | fill=FF00B0F0 | rows=[5] | cols=[10] | col_header=False | row_header=False | metadata=True
Cell A7 | value='Canada' | fill=FF00B0F0 | rows=[6] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell C7 | value='20.14' | fill=FF00B0F0 | rows=[6] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D7 | value='20' | fill=FF00B0F0 | rows=[6] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E7 | value='19.76' | fill=FF00B0F0 | rows=[6] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F7 | value='19.29' | fill=FF00B0F0 | rows=[6] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G7 | value='18.86' | fill=FF00B0F0 | rows=[6] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H7 | value='18.47' | fill=FF00B0F0 | rows=[6] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I7 | value='18.47' | fill=FF00B0F0 | rows=[6] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J7 | value='18.08' | fill=FF00B0F0 | rows=[6] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A8 | value='Chile' | fill=FF00B0F0 | rows=[7] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell C8 | value='20.2' | fill=FF00B0F0 | rows=[7] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D8 | value='19.6' | fill=FF00B0F0 | rows=[7] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E8 | value='19.44' | fill=FF00B0F0 | rows=[7] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F8 | value='18.83' | fill=FF00B0F0 | rows=[7] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G8 | value='18.63' | fill=FF00B0F0 | rows=[7] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H8 | value='17.83' | fill=FF00B0F0 | rows=[7] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I8 | value='16.36' | fill=FF00B0F0 | rows=[7] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J8 | value='16.24' | fill=FF00B0F0 | rows=[7] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell K8 | value='16.13' | fill=FF00B0F0 | rows=[7] | cols=[10] | col_header=False | row_header=False | metadata=True
